group,prevalence,scenario,transmission,spillover,description,species,density
combined,0.16611272926029413,6,fd,0,6: all,species 1,269.3877551020408
combined,0.1661059167915207,6,fd,0,6: all,species 1,275.51020408163265
combined,0.16609940922854047,6,fd,0,6: all,species 1,281.63265306122446
combined,0.1660931558249645,6,fd,0,6: all,species 1,287.7551020408163
combined,0.16608720908848262,6,fd,0,6: all,species 1,293.87755102040813
combined,0.1660814304813673,6,fd,0,6: all,species 1,300
species 1,0.3316110497873915,7,fd,0,7: total density 1,species 1,0
species 1,0.3316110697057634,7,fd,0,7: total density 1,species 1,6.122448979591836
species 1,0.33161111024001416,7,fd,0,7: total density 1,species 1,12.244897959183673
species 1,0.33161110527483156,7,fd,0,7: total density 1,species 1,18.36734693877551
species 1,0.331611115210343,7,fd,0,7: total density 1,species 1,24.489795918367346
species 1,0.33161110882312006,7,fd,0,7: total density 1,species 1,30.612244897959183
species 1,0.3316111182830305,7,fd,0,7: total density 1,species 1,36.73469387755102
species 1,0.3316111254892676,7,fd,0,7: total density 1,species 1,42.857142857142854
species 1,0.3316111077895936,7,fd,0,7: total density 1,species 1,48.97959183673469
species 1,0.33161111265710125,7,fd,0,7: total density 1,species 1,55.10204081632653
species 1,0.3316111206460135,7,fd,0,7: total density 1,species 1,61.224489795918366
species 1,0.331611093579005,7,fd,0,7: total density 1,species 1,67.3469387755102
species 1,0.33161110154946133,7,fd,0,7: total density 1,species 1,73.46938775510203
species 1,0.3316111099990621,7,fd,0,7: total density 1,species 1,79.59183673469387
species 1,0.33161111119796266,7,fd,0,7: total density 1,species 1,85.71428571428571
species 1,0.3316111038942138,7,fd,0,7: total density 1,species 1,91.83673469387755
species 1,0.3316111017502051,7,fd,0,7: total density 1,species 1,97.95918367346938
species 1,0.3316111042878489,7,fd,0,7: total density 1,species 1,104.08163265306122
species 1,0.33161108846546294,7,fd,0,7: total density 1,species 1,110.20408163265306
species 1,0.3316111411305918,7,fd,0,7: total density 1,species 1,116.3265306122449
species 1,0.3316111091816709,7,fd,0,7: total density 1,species 1,122.44897959183673
species 1,0.33161110857876724,7,fd,0,7: total density 1,species 1,128.57142857142856
species 1,0.33161110519508563,7,fd,0,7: total density 1,species 1,134.6938775510204
species 1,0.33161111799269255,7,fd,0,7: total density 1,species 1,140.81632653061223
species 1,0.33161111111766534,7,fd,0,7: total density 1,species 1,146.93877551020407
species 1,0.3316111081068906,7,fd,0,7: total density 1,species 1,153.0612244897959
species 1,0.3316111101313072,7,fd,0,7: total density 1,species 1,159.18367346938774
species 1,0.33161109803052796,7,fd,0,7: total density 1,species 1,165.30612244897958
species 1,0.3316110962187966,7,fd,0,7: total density 1,species 1,171.42857142857142
species 1,0.3316111187367586,7,fd,0,7: total density 1,species 1,177.55102040816325
species 1,0.3316111102590187,7,fd,0,7: total density 1,species 1,183.6734693877551
species 1,0.33161110088843276,7,fd,0,7: total density 1,species 1,189.79591836734693
species 1,0.33161111300116114,7,fd,0,7: total density 1,species 1,195.91836734693877
species 1,0.3316111133298018,7,fd,0,7: total density 1,species 1,202.0408163265306
species 1,0.3316111125288877,7,fd,0,7: total density 1,species 1,208.16326530612244
species 1,0.33161110865503945,7,fd,0,7: total density 1,species 1,214.28571428571428
species 1,0.33161113349960014,7,fd,0,7: total density 1,species 1,220.40816326530611
species 1,0.3316111063993242,7,fd,0,7: total density 1,species 1,226.53061224489795
species 1,0.33161111014309735,7,fd,0,7: total density 1,species 1,232.6530612244898
species 1,0.33161113204986353,7,fd,0,7: total density 1,species 1,238.77551020408163
species 1,0.3316111132532353,7,fd,0,7: total density 1,species 1,244.89795918367346
species 1,0.3316110990488853,7,fd,0,7: total density 1,species 1,251.0204081632653
species 1,0.3316111109679142,7,fd,0,7: total density 1,species 1,257.1428571428571
species 1,0.3316111066800071,7,fd,0,7: total density 1,species 1,263.265306122449
species 1,0.3316111084765286,7,fd,0,7: total density 1,species 1,269.3877551020408
species 1,0.33161111102618984,7,fd,0,7: total density 1,species 1,275.51020408163265
species 1,0.33161113190554076,7,fd,0,7: total density 1,species 1,281.63265306122446
species 1,0.33161110742097766,7,fd,0,7: total density 1,species 1,287.7551020408163
species 1,0.33161117689761616,7,fd,0,7: total density 1,species 1,293.87755102040813
species 1,NaN,7,fd,0,7: total density 1,species 1,300
species 2,0,7,fd,0,7: total density 1,species 1,0
species 2,0,7,fd,0,7: total density 1,species 1,6.122448979591836
species 2,0,7,fd,0,7: total density 1,species 1,12.244897959183673
species 2,0,7,fd,0,7: total density 1,species 1,18.36734693877551
species 2,0,7,fd,0,7: total density 1,species 1,24.489795918367346
species 2,0,7,fd,0,7: total density 1,species 1,30.612244897959183
species 2,0,7,fd,0,7: total density 1,species 1,36.73469387755102
species 2,0,7,fd,0,7: total density 1,species 1,42.857142857142854
species 2,0,7,fd,0,7: total density 1,species 1,48.97959183673469
species 2,0,7,fd,0,7: total density 1,species 1,55.10204081632653
species 2,0,7,fd,0,7: total density 1,species 1,61.224489795918366
species 2,0,7,fd,0,7: total density 1,species 1,67.3469387755102
species 2,0,7,fd,0,7: total density 1,species 1,73.46938775510203
species 2,0,7,fd,0,7: total density 1,species 1,79.59183673469387
species 2,0,7,fd,0,7: total density 1,species 1,85.71428571428571
species 2,0,7,fd,0,7: total density 1,species 1,91.83673469387755
species 2,0,7,fd,0,7: total density 1,species 1,97.95918367346938
species 2,0,7,fd,0,7: total density 1,species 1,104.08163265306122
species 2,0,7,fd,0,7: total density 1,species 1,110.20408163265306
species 2,0,7,fd,0,7: total density 1,species 1,116.3265306122449
species 2,0,7,fd,0,7: total density 1,species 1,122.44897959183673
species 2,0,7,fd,0,7: total density 1,species 1,128.57142857142856
species 2,0,7,fd,0,7: total density 1,species 1,134.6938775510204
species 2,0,7,fd,0,7: total density 1,species 1,140.81632653061223
species 2,0,7,fd,0,7: total density 1,species 1,146.93877551020407
species 2,0,7,fd,0,7: total density 1,species 1,153.0612244897959
species 2,0,7,fd,0,7: total density 1,species 1,159.18367346938774
species 2,0,7,fd,0,7: total density 1,species 1,165.30612244897958
species 2,0,7,fd,0,7: total density 1,species 1,171.42857142857142
species 2,0,7,fd,0,7: total density 1,species 1,177.55102040816325
species 2,0,7,fd,0,7: total density 1,species 1,183.6734693877551
species 2,0,7,fd,0,7: total density 1,species 1,189.79591836734693
species 2,0,7,fd,0,7: total density 1,species 1,195.91836734693877
species 2,0,7,fd,0,7: total density 1,species 1,202.0408163265306
species 2,0,7,fd,0,7: total density 1,species 1,208.16326530612244
species 2,0,7,fd,0,7: total density 1,species 1,214.28571428571428
species 2,0,7,fd,0,7: total density 1,species 1,220.40816326530611
species 2,0,7,fd,0,7: total density 1,species 1,226.53061224489795
species 2,0,7,fd,0,7: total density 1,species 1,232.6530612244898
species 2,0,7,fd,0,7: total density 1,species 1,238.77551020408163
species 2,0,7,fd,0,7: total density 1,species 1,244.89795918367346
species 2,0,7,fd,0,7: total density 1,species 1,251.0204081632653
species 2,0,7,fd,0,7: total density 1,species 1,257.1428571428571
species 2,0,7,fd,0,7: total density 1,species 1,263.265306122449
species 2,0,7,fd,0,7: total density 1,species 1,269.3877551020408
species 2,0,7,fd,0,7: total density 1,species 1,275.51020408163265
species 2,0,7,fd,0,7: total density 1,species 1,281.63265306122446
species 2,0,7,fd,0,7: total density 1,species 1,287.7551020408163
species 2,0,7,fd,0,7: total density 1,species 1,293.87755102040813
species 2,NaN,7,fd,0,7: total density 1,species 1,300
combined,0.0011016978398250574,7,fd,0,7: total density 1,species 1,0
combined,0.007846787126402984,7,fd,0,7: total density 1,species 1,6.122448979591836
combined,0.014591878130433878,7,fd,0,7: total density 1,species 1,12.244897959183673
combined,0.021336967855842822,7,fd,0,7: total density 1,species 1,18.36734693877551
combined,0.02808205864110913,7,fd,0,7: total density 1,species 1,24.489795918367346
combined,0.03482714811628064,7,fd,0,7: total density 1,species 1,30.612244897959183
combined,0.04157223931828156,7,fd,0,7: total density 1,species 1,36.73469387755102
combined,0.04831733057674719,7,fd,0,7: total density 1,species 1,42.857142857142854
combined,0.055062417992864335,7,fd,0,7: total density 1,species 1,48.97959183673469
combined,0.061807508895134484,7,fd,0,7: total density 1,species 1,55.10204081632653
combined,0.06855260064070066,7,fd,0,7: total density 1,species 1,61.224489795918366
combined,0.07529768475124354,7,fd,0,7: total density 1,species 1,67.3469387755102
combined,0.08204277642918047,7,fd,0,7: total density 1,species 1,73.46938775510203
combined,0.08878786855965223,7,fd,0,7: total density 1,species 1,79.59183673469387
combined,0.09553295894502459,7,fd,0,7: total density 1,species 1,85.71428571428571
combined,0.10227804675671438,7,fd,0,7: total density 1,species 1,91.83673469387755
combined,0.10902313596764307,7,fd,0,7: total density 1,species 1,97.95918367346938
combined,0.11576822672575299,7,fd,0,7: total density 1,species 1,104.08163265306122
combined,0.12251331080400696,7,fd,0,7: total density 1,species 1,110.20408163265306
combined,0.12925842093428475,7,fd,0,7: total density 1,species 1,116.3265306122449
combined,0.1360034985043009,7,fd,0,7: total density 1,species 1,122.44897959183673
combined,0.14274858826812442,7,fd,0,7: total density 1,species 1,128.57142857142856
combined,0.14949367675382086,7,fd,0,7: total density 1,species 1,134.6938775510204
combined,0.15623877272569367,7,fd,0,7: total density 1,species 1,140.81632653061223
combined,0.16298385954925512,7,fd,0,7: total density 1,species 1,146.93877551020407
combined,0.16972894807098152,7,fd,0,7: total density 1,species 1,153.0612244897959
combined,0.1764740391498153,7,fd,0,7: total density 1,species 1,159.18367346938774
combined,0.18321912250666092,7,fd,0,7: total density 1,species 1,165.30612244897958
combined,0.18996421126534396,7,fd,0,7: total density 1,species 1,171.42857142857142
combined,0.19670931438252806,7,fd,0,7: total density 1,species 1,177.55102040816325
combined,0.2034543993988649,7,fd,0,7: total density 1,species 1,183.6734693877551
combined,0.21019948350437057,7,fd,0,7: total density 1,species 1,189.79591836734693
combined,0.21694458128335428,7,fd,0,7: total density 1,species 1,195.91836734693877
combined,0.22368967160608888,7,fd,0,7: total density 1,species 1,202.0408163265306
combined,0.23043476115726977,7,fd,0,7: total density 1,species 1,208.16326530612244
combined,0.2371798484779994,7,fd,0,7: total density 1,species 1,214.28571428571428
combined,0.24392495676569143,7,fd,0,7: total density 1,species 1,220.40816326530611
combined,0.2506700267981606,7,fd,0,7: total density 1,species 1,226.53061224489795
combined,0.2574151196710497,7,fd,0,7: total density 1,species 1,232.6530612244898
combined,0.2641602271648136,7,fd,0,7: total density 1,species 1,238.77551020408163
combined,0.27090530229766224,7,fd,0,7: total density 1,species 1,244.89795918367346
combined,0.2776503805108605,7,fd,0,7: total density 1,species 1,251.0204081632653
combined,0.28439548055008146,7,fd,0,7: total density 1,species 1,257.1428571428571
combined,0.29114056684516887,7,fd,0,7: total density 1,species 1,263.265306122449
combined,0.2978856584314547,7,fd,0,7: total density 1,species 1,269.3877551020408
combined,0.30463075078268664,7,fd,0,7: total density 1,species 1,275.51020408163265
combined,0.31137586044883336,7,fd,0,7: total density 1,species 1,281.63265306122446
combined,0.31812092744588877,7,fd,0,7: total density 1,species 1,287.7551020408163
combined,0.3248660854968916,7,fd,0,7: total density 1,species 1,293.87755102040813
combined,NaN,7,fd,0,7: total density 1,species 1,300
species 1,NaN,8,fd,0,8: total density 2,species 1,300
species 1,0.33161117689889164,8,fd,0,8: total density 2,species 1,293.8775510204082
species 1,0.33161110742097766,8,fd,0,8: total density 2,species 1,287.7551020408163
species 1,0.33161113190144964,8,fd,0,8: total density 2,species 1,281.6326530612245
species 1,0.33161111102618984,8,fd,0,8: total density 2,species 1,275.51020408163265
species 1,0.33161110847528374,8,fd,0,8: total density 2,species 1,269.38775510204084
species 1,0.3316111066800071,8,fd,0,8: total density 2,species 1,263.265306122449
species 1,0.3316111102746957,8,fd,0,8: total density 2,species 1,257.14285714285717
species 1,0.3316110990488853,8,fd,0,8: total density 2,species 1,251.0204081632653
species 1,0.3316111132532353,8,fd,0,8: total density 2,species 1,244.89795918367346
species 1,0.33161113204986353,8,fd,0,8: total density 2,species 1,238.77551020408163
species 1,0.3316111101430984,8,fd,0,8: total density 2,species 1,232.65306122448982
species 1,0.3316111063993242,8,fd,0,8: total density 2,species 1,226.53061224489795
species 1,0.33161113335001335,8,fd,0,8: total density 2,species 1,220.40816326530614
species 1,0.33161110865503945,8,fd,0,8: total density 2,species 1,214.28571428571428
species 1,0.33161111252889985,8,fd,0,8: total density 2,species 1,208.16326530612247
species 1,0.3316111133298018,8,fd,0,8: total density 2,species 1,202.0408163265306
species 1,0.3316111111884348,8,fd,0,8: total density 2,species 1,195.9183673469388
species 1,0.33161110088843276,8,fd,0,8: total density 2,species 1,189.79591836734693
species 1,0.331611110252959,8,fd,0,8: total density 2,species 1,183.67346938775512
species 1,0.3316111187367586,8,fd,0,8: total density 2,species 1,177.55102040816325
species 1,0.33161109622651386,8,fd,0,8: total density 2,species 1,171.42857142857144
species 1,0.3316110988623892,8,fd,0,8: total density 2,species 1,165.3061224489796
species 1,0.3316111101313067,8,fd,0,8: total density 2,species 1,159.18367346938777
species 1,0.3316111111897685,8,fd,0,8: total density 2,species 1,153.06122448979593
species 1,0.3316111111176386,8,fd,0,8: total density 2,species 1,146.9387755102041
species 1,0.3316111179944377,8,fd,0,8: total density 2,species 1,140.81632653061226
species 1,0.3316111051955361,8,fd,0,8: total density 2,species 1,134.69387755102042
species 1,0.33161110857875914,8,fd,0,8: total density 2,species 1,128.57142857142858
species 1,0.33161110918162817,8,fd,0,8: total density 2,species 1,122.44897959183675
species 1,0.33161114113060935,8,fd,0,8: total density 2,species 1,116.32653061224491
species 1,0.33161111110976804,8,fd,0,8: total density 2,species 1,110.20408163265307
species 1,0.33161110428720664,8,fd,0,8: total density 2,species 1,104.08163265306123
species 1,0.3316111198928961,8,fd,0,8: total density 2,species 1,97.9591836734694
species 1,0.3316111038942195,8,fd,0,8: total density 2,species 1,91.83673469387756
species 1,0.33161111119757974,8,fd,0,8: total density 2,species 1,85.71428571428572
species 1,0.33161111000171467,8,fd,0,8: total density 2,species 1,79.59183673469389
species 1,0.33161110154945767,8,fd,0,8: total density 2,species 1,73.46938775510205
species 1,0.3316110935789754,8,fd,0,8: total density 2,species 1,67.34693877551021
species 1,0.3316111206460113,8,fd,0,8: total density 2,species 1,61.22448979591837
species 1,0.3316111126571097,8,fd,0,8: total density 2,species 1,55.102040816326536
species 1,0.33161110778959135,8,fd,0,8: total density 2,species 1,48.9795918367347
species 1,0.3316111254944185,8,fd,0,8: total density 2,species 1,42.85714285714289
species 1,0.3316111182817129,8,fd,0,8: total density 2,species 1,36.734693877551024
species 1,0.33161111325612924,8,fd,0,8: total density 2,species 1,30.612244897959215
species 1,0.3316111152208036,8,fd,0,8: total density 2,species 1,24.48979591836735
species 1,0.3316111052748571,8,fd,0,8: total density 2,species 1,18.36734693877554
species 1,0.33161111106004215,8,fd,0,8: total density 2,species 1,12.244897959183675
species 1,0.3316110697059565,8,fd,0,8: total density 2,species 1,6.122448979591866
species 1,0.3316110497873915,8,fd,0,8: total density 2,species 1,0
species 2,NaN,8,fd,0,8: total density 2,species 1,300
species 2,0,8,fd,0,8: total density 2,species 1,293.8775510204082
species 2,0,8,fd,0,8: total density 2,species 1,287.7551020408163
species 2,0,8,fd,0,8: total density 2,species 1,281.6326530612245
species 2,0,8,fd,0,8: total density 2,species 1,275.51020408163265
species 2,0,8,fd,0,8: total density 2,species 1,269.38775510204084
species 2,0,8,fd,0,8: total density 2,species 1,263.265306122449
species 2,0,8,fd,0,8: total density 2,species 1,257.14285714285717
species 2,0,8,fd,0,8: total density 2,species 1,251.0204081632653
species 2,0,8,fd,0,8: total density 2,species 1,244.89795918367346
species 2,0,8,fd,0,8: total density 2,species 1,238.77551020408163
species 2,0,8,fd,0,8: total density 2,species 1,232.65306122448982
species 2,0,8,fd,0,8: total density 2,species 1,226.53061224489795
species 2,0,8,fd,0,8: total density 2,species 1,220.40816326530614
species 2,0,8,fd,0,8: total density 2,species 1,214.28571428571428
species 2,0,8,fd,0,8: total density 2,species 1,208.16326530612247
species 2,0,8,fd,0,8: total density 2,species 1,202.0408163265306
species 2,0,8,fd,0,8: total density 2,species 1,195.9183673469388
species 2,0,8,fd,0,8: total density 2,species 1,189.79591836734693
species 2,0,8,fd,0,8: total density 2,species 1,183.67346938775512
species 2,0,8,fd,0,8: total density 2,species 1,177.55102040816325
species 2,0,8,fd,0,8: total density 2,species 1,171.42857142857144
species 2,0,8,fd,0,8: total density 2,species 1,165.3061224489796
species 2,0,8,fd,0,8: total density 2,species 1,159.18367346938777
species 2,0,8,fd,0,8: total density 2,species 1,153.06122448979593
species 2,0,8,fd,0,8: total density 2,species 1,146.9387755102041
species 2,0,8,fd,0,8: total density 2,species 1,140.81632653061226
species 2,0,8,fd,0,8: total density 2,species 1,134.69387755102042
species 2,0,8,fd,0,8: total density 2,species 1,128.57142857142858
species 2,0,8,fd,0,8: total density 2,species 1,122.44897959183675
species 2,0,8,fd,0,8: total density 2,species 1,116.32653061224491
species 2,0,8,fd,0,8: total density 2,species 1,110.20408163265307
species 2,0,8,fd,0,8: total density 2,species 1,104.08163265306123
species 2,0,8,fd,0,8: total density 2,species 1,97.9591836734694
species 2,0,8,fd,0,8: total density 2,species 1,91.83673469387756
species 2,0,8,fd,0,8: total density 2,species 1,85.71428571428572
species 2,0,8,fd,0,8: total density 2,species 1,79.59183673469389
species 2,0,8,fd,0,8: total density 2,species 1,73.46938775510205
species 2,0,8,fd,0,8: total density 2,species 1,67.34693877551021
species 2,0,8,fd,0,8: total density 2,species 1,61.22448979591837
species 2,0,8,fd,0,8: total density 2,species 1,55.102040816326536
species 2,0,8,fd,0,8: total density 2,species 1,48.9795918367347
species 2,0,8,fd,0,8: total density 2,species 1,42.85714285714289
species 2,0,8,fd,0,8: total density 2,species 1,36.734693877551024
species 2,0,8,fd,0,8: total density 2,species 1,30.612244897959215
species 2,0,8,fd,0,8: total density 2,species 1,24.48979591836735
species 2,0,8,fd,0,8: total density 2,species 1,18.36734693877554
species 2,0,8,fd,0,8: total density 2,species 1,12.244897959183675
species 2,0,8,fd,0,8: total density 2,species 1,6.122448979591866
species 2,0,8,fd,0,8: total density 2,species 1,0
combined,NaN,8,fd,0,8: total density 2,species 1,300
combined,0.3248660854981415,8,fd,0,8: total density 2,species 1,293.8775510204082
combined,0.31812092744588877,8,fd,0,8: total density 2,species 1,287.7551020408163
combined,0.3113758604449915,8,fd,0,8: total density 2,species 1,281.6326530612245
combined,0.30463075078268664,8,fd,0,8: total density 2,species 1,275.51020408163265
combined,0.29788565843033654,8,fd,0,8: total density 2,species 1,269.38775510204084
combined,0.29114056684516887,8,fd,0,8: total density 2,species 1,263.265306122449
combined,0.2843954799555646,8,fd,0,8: total density 2,species 1,257.14285714285717
combined,0.2776503805108605,8,fd,0,8: total density 2,species 1,251.0204081632653
combined,0.2709053022976623,8,fd,0,8: total density 2,species 1,244.89795918367346
combined,0.2641602271648136,8,fd,0,8: total density 2,species 1,238.77551020408163
combined,0.257415119671051,8,fd,0,8: total density 2,species 1,232.65306122448982
combined,0.2506700267981606,8,fd,0,8: total density 2,species 1,226.53061224489795
combined,0.24392495665565878,8,fd,0,8: total density 2,species 1,220.40816326530614
combined,0.2371798484779994,8,fd,0,8: total density 2,species 1,214.28571428571428
combined,0.23043476115727551,8,fd,0,8: total density 2,species 1,208.16326530612247
combined,0.22368967160608888,8,fd,0,8: total density 2,species 1,202.0408163265306
combined,0.21694458009744405,8,fd,0,8: total density 2,species 1,195.9183673469388
combined,0.21019948350437057,8,fd,0,8: total density 2,species 1,189.79591836734693
combined,0.2034543993951462,8,fd,0,8: total density 2,species 1,183.67346938775512
combined,0.19670931438252806,8,fd,0,8: total density 2,species 1,177.55102040816325
combined,0.1899642112697694,8,fd,0,8: total density 2,species 1,171.42857142857144
combined,0.1832191229662786,8,fd,0,8: total density 2,species 1,165.3061224489796
combined,0.17647403914981344,8,fd,0,8: total density 2,species 1,159.18367346938777
combined,0.16972894964889487,8,fd,0,8: total density 2,species 1,153.06122448979593
combined,0.16298385954924186,8,fd,0,8: total density 2,species 1,146.9387755102041
combined,0.1562387727265155,8,fd,0,8: total density 2,species 1,140.81632653061226
combined,0.14949367675402475,8,fd,0,8: total density 2,species 1,134.69387755102042
combined,0.14274858826812376,8,fd,0,8: total density 2,species 1,128.57142857142858
combined,0.13600349850428378,8,fd,0,8: total density 2,species 1,122.44897959183675
combined,0.12925842093429138,8,fd,0,8: total density 2,species 1,116.32653061224491
combined,0.12251331916992064,8,fd,0,8: total density 2,species 1,110.20408163265307
combined,0.11576822672552708,8,fd,0,8: total density 2,species 1,104.08163265306123
combined,0.10902314193237807,8,fd,0,8: total density 2,species 1,97.9591836734694
combined,0.10227804675671572,8,fd,0,8: total density 2,species 1,91.83673469387756
combined,0.09553295894491214,8,fd,0,8: total density 2,species 1,85.71428571428572
combined,0.08878786856036094,8,fd,0,8: total density 2,species 1,79.59183673469389
combined,0.08204277642918079,8,fd,0,8: total density 2,species 1,73.46938775510205
combined,0.0752976847512371,8,fd,0,8: total density 2,species 1,67.34693877551021
combined,0.06855260064070091,8,fd,0,8: total density 2,species 1,61.22448979591837
combined,0.061807508895135345,8,fd,0,8: total density 2,species 1,55.102040816326536
combined,0.05506241799286182,8,fd,0,8: total density 2,species 1,48.9795918367347
combined,0.048317330577498416,8,fd,0,8: total density 2,species 1,42.85714285714289
combined,0.04157223931811291,8,fd,0,8: total density 2,species 1,36.734693877551024
combined,0.034827148581852624,8,fd,0,8: total density 2,species 1,30.612244897959215
combined,0.028082058641995096,8,fd,0,8: total density 2,species 1,24.48979591836735
combined,0.0213369678558436,8,fd,0,8: total density 2,species 1,18.36734693877554
combined,0.014591878166516923,8,fd,0,8: total density 2,species 1,12.244897959183675
combined,0.007846787126407864,8,fd,0,8: total density 2,species 1,6.122448979591866
combined,0.0011016978398250574,8,fd,0,8: total density 2,species 1,0
species 1,0.3316110954129632,1,fd,0,1: no change,species 2,300
species 2,0,1,fd,0,1: no change,species 2,300
combined,0.1660814304813673,1,fd,0,1: no change,species 2,300
species 1,0.3316110497873915,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316110697057634,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111110600424,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110527483156,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.331611115210343,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110882312006,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111182830305,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111254892676,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111077895936,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111265710125,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111206460135,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.331611093579005,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110154946133,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111099990621,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111119796266,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111038942138,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111017502051,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111042878489,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161108846546294,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111411305918,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111091816709,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110857876724,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110519508563,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111799269255,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111111766534,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111081068906,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111101313072,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161109803052796,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316110962187966,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111187367586,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111102590187,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110088843276,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111300116114,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111133298018,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111125288877,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110865503945,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161113349960014,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111063993242,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111014309735,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161113204986353,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111132532353,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316110990488853,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111109679142,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111066800071,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316111084765286,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161111102618984,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161113190554076,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161110742097766,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.33161117689761616,2,fd,0,2: sp. 1 density,species 2,10
species 1,0.3316110954129632,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
species 2,0,2,fd,0,2: sp. 1 density,species 2,10
